GO_term	taxon
GO:0017119	Eukaryota
GO:0017121	cellular organisms
GO:0017122	cellular organisms
GO:0017124	root
GO:0017125	cellular organisms
GO:0017128	cellular organisms
GO:0017129	Gnathostomata
GO:0017134	Bilateria
GO:0017136	root
GO:0017145	Eukaryota
GO:0017146	Bilateria
GO:0017147	cellular organisms
GO:0017148	cellular organisms
GO:0017150	cellular organisms
GO:0017151	cellular organisms
GO:0017153	Bilateria
GO:0017154	cellular organisms
GO:0017156	cellular organisms
GO:0017157	Eukaryota
GO:0017158	Eukaryota
GO:0017159	Bilateria
GO:0017168	cellular organisms
GO:0017171	cellular organisms
GO:0017172	root
GO:0017174	cellular organisms
GO:0017176	cellular organisms
GO:0017177	Eukaryota
GO:0017178	cellular organisms
GO:0017183	cellular organisms
GO:0018025	cellular organisms
GO:0018064	Opisthokonta
GO:0018104	Bacteria
GO:0018112	root
GO:0018114	cellular organisms
GO:0018131	Eukaryota
GO:0018169	cellular organisms
GO:0018189	Bacteria
GO:0018242	cellular organisms
GO:0018243	cellular organisms
GO:0018258	Mesangiospermae
GO:0018279	cellular organisms
GO:0018293	Eukaryota
GO:0018392	cellular organisms
GO:0018423	Eukaryota
GO:0018444	cellular organisms
GO:0018454	Bacteria
GO:0018455	cellular organisms
GO:0018467	root
GO:0018478	cellular organisms
GO:0018489	root
GO:0018491	Archaea
GO:0018493	root
GO:0018498	root
GO:0018502	Sphingobium
GO:0018506	root
GO:0018529	Bacteria
GO:0018537	root
GO:0018549	cellular organisms
GO:0018551	cellular organisms
GO:0018576	root
GO:0018577	Bacteria
GO:0018578	Bacteria
GO:0018579	root
GO:0018580	cellular organisms
GO:0018592	root
GO:0018597	cellular organisms
GO:0018626	root
GO:0018640	Bacteria
GO:0018659	Bacteria
GO:0018662	root
GO:0018685	cellular organisms
GO:0018687	root
GO:0018710	root
GO:0018730	cellular organisms
GO:0018738	root
GO:0018741	cellular organisms
GO:0018759	cellular organisms
GO:0018762	root
GO:0018763	cellular organisms
GO:0018771	Pseudomonadota
GO:0018773	cellular organisms
GO:0018775	root
GO:0018784	cellular organisms
GO:0018786	cellular organisms
GO:0018796	root
GO:0018800	Bacteria
GO:0018801	Bacillota
GO:0018805	root
GO:0018807	Bacteria
GO:0018812	cellular organisms
GO:0018817	Bacteria
GO:0018818	root
GO:0018820	cellular organisms
GO:0018822	cellular organisms
GO:0018823	root
GO:0018826	cellular organisms
GO:0018836	root
GO:0018845	root
GO:0018858	root
GO:0018861	root
GO:0018872	cellular organisms
GO:0018909	cellular organisms
GO:0018958	Opisthokonta
GO:0018969	Eukaryota
GO:0018990	Arthropoda
GO:0018991	Eumetazoa
GO:0018996	root
GO:0019001	cellular organisms
GO:0019003	cellular organisms
GO:0019005	root
GO:0019013	Riboviria
GO:0019028	Viruses
GO:0019029	Orthornavirae
GO:0019031	Viruses
GO:0019033	Herpesvirales
GO:0019058	root
GO:0019060	root
GO:0019062	root
GO:0019064	Orthornavirae
GO:0019065	root
GO:0019068	root
GO:0019069	Viruses
GO:0019072	Viruses
GO:0019073	root
GO:0019075	Metazoa
GO:0019076	root
GO:0019079	root
GO:0019082	root
GO:0019083	Viruses
GO:0019086	root
GO:0019087	root
GO:0019104	cellular organisms
GO:0019120	root
GO:0019133	cellular organisms
GO:0019134	root
GO:0019136	root
GO:0019137	cellular organisms
GO:0019139	cellular organisms
GO:0019143	Bacteria
GO:0019144	cellular organisms
GO:0019145	cellular organisms
GO:0019146	root
GO:0019148	cellular organisms
GO:0019150	cellular organisms
GO:0019152	cellular organisms
GO:0019153	cellular organisms
GO:0019156	root
GO:0019158	Eukaryota
GO:0019161	Bacteria
GO:0019164	root
GO:0019165	Bacteria
GO:0019168	root
GO:0019171	cellular organisms
GO:0019172	cellular organisms
GO:0019177	cellular organisms
GO:0019180	cellular organisms
GO:0019185	Eukaryota
GO:0019199	Eukaryota
GO:0019200	cellular organisms
GO:0019202	cellular organisms
GO:0019203	cellular organisms
GO:0019205	cellular organisms
GO:0019206	cellular organisms
GO:0019208	cellular organisms
GO:0019209	Bilateria
GO:0019210	Eukaryota
GO:0019211	Eukaryota
GO:0019212	Eukaryota
GO:0019213	cellular organisms
GO:0019216	cellular organisms
GO:0019217	cellular organisms
GO:0019219	Eukaryota
GO:0019221	cellular organisms
GO:0019222	Eukaryota
GO:0019227	Bilateria
GO:0019228	Bilateria
GO:0019229	root
GO:0019233	Bilateria
GO:0019236	Eukaryota
GO:0019237	Eukaryota
GO:0019239	root
GO:0019240	cellular organisms
GO:0019242	root
GO:0019243	cellular organisms
GO:0019249	root
GO:0019251	cellular organisms
GO:0019252	Viridiplantae
GO:0019253	cellular organisms
GO:0019254	Eukaryota
GO:0019255	Opisthokonta
GO:0019262	cellular organisms
GO:0019264	cellular organisms
GO:0019265	cellular organisms
GO:0019270	Gammaproteobacteria
GO:0019276	Eukaryota
GO:0019277	Bacteria
GO:0019281	Bacteria
GO:0019284	root
GO:0019285	cellular organisms
GO:0019287	cellular organisms
GO:0019288	cellular organisms
GO:0019290	cellular organisms
GO:0019293	cellular organisms
GO:0019294	Bacteria
GO:0019295	cellular organisms
GO:0019298	root
GO:0019299	cellular organisms
GO:0019301	cellular organisms
GO:0019303	cellular organisms
GO:0019305	cellular organisms
GO:0019310	cellular organisms
GO:0019316	root
GO:0019317	cellular organisms
GO:0019318	cellular organisms
GO:0019319	cellular organisms
GO:0019321	cellular organisms
GO:0019322	Amniota
GO:0019323	root
GO:0019324	Bacteria
GO:0019333	cellular organisms
GO:0019336	Bacteria
GO:0019343	root
GO:0019344	cellular organisms
GO:0019346	cellular organisms
GO:0019348	Eukaryota
GO:0019350	Bacteria
GO:0019353	cellular organisms
GO:0019354	cellular organisms
GO:0019363	root
GO:0019365	root
GO:0019367	root
GO:0019369	cellular organisms
GO:0019370	cellular organisms
GO:0019371	Eumetazoa
GO:0019373	cellular organisms
GO:0019375	cellular organisms
GO:0019377	Metazoa
GO:0019379	cellular organisms
GO:0019380	cellular organisms
GO:0019385	root
GO:0019386	Archaea
GO:0019388	cellular organisms
GO:0019391	cellular organisms
GO:0019394	Bacteria
GO:0019402	cellular organisms
GO:0019404	Enterobacteriaceae
GO:0019408	Eukaryota
GO:0019413	Fungi
GO:0019417	cellular organisms
GO:0019427	cellular organisms
GO:0019430	cellular organisms
GO:0019432	cellular organisms
GO:0019433	root
GO:0019441	cellular organisms
GO:0019442	cellular organisms
GO:0019448	cellular organisms
GO:0019450	cellular organisms
GO:0019464	root
GO:0019471	root
GO:0019477	cellular organisms
GO:0019478	cellular organisms
GO:0019481	cellular organisms
GO:0019491	root
GO:0019500	Eukaryota
GO:0019509	root
GO:0019512	Bacteria
GO:0019518	cellular organisms
GO:0019521	cellular organisms
GO:0019529	cellular organisms
GO:0019531	cellular organisms
GO:0019532	cellular organisms
GO:0019534	cellular organisms
GO:0019541	root
GO:0019543	cellular organisms
GO:0019544	cellular organisms
GO:0019545	Bacteria
GO:0019546	cellular organisms
GO:0019553	root
GO:0019556	root
GO:0019557	cellular organisms
GO:0019563	cellular organisms
GO:0019566	cellular organisms
GO:0019568	cellular organisms
GO:0019569	root
GO:0019571	cellular organisms
GO:0019572	Bacteria
GO:0019588	Fungi
GO:0019592	cellular organisms
GO:0019594	cellular organisms
GO:0019605	Bacteria
GO:0019614	Pseudomonadati
GO:0019619	cellular organisms
GO:0019622	cellular organisms
GO:0019627	cellular organisms
GO:0019628	cellular organisms
GO:0019629	root
GO:0019631	root
GO:0019632	cellular organisms
GO:0019634	Bacteria
GO:0019637	cellular organisms
GO:0019645	Bacteria
GO:0019646	cellular organisms
GO:0019670	root
GO:0019673	cellular organisms
GO:0019674	cellular organisms
GO:0019676	cellular organisms
GO:0019677	cellular organisms
GO:0019678	cellular organisms
GO:0019679	root
GO:0019682	cellular organisms
GO:0019684	root
GO:0019685	cellular organisms
GO:0019693	cellular organisms
GO:0019695	cellular organisms
GO:0019698	cellular organisms
GO:0019700	root
GO:0019702	Eukaryota
GO:0019706	cellular organisms
GO:0019720	cellular organisms
GO:0019722	root
GO:0019731	Eukaryota
GO:0019740	root
GO:0019748	cellular organisms
GO:0019750	Spermatophyta
GO:0019752	root
GO:0019755	root
GO:0019760	Eukaryota
GO:0019761	Eukaryota
GO:0019762	Eukaryota
GO:0019769	Eutheria
GO:0019773	cellular organisms
GO:0019774	cellular organisms
GO:0019776	Eukaryota
GO:0019778	cellular organisms
GO:0019779	Eukaryota
GO:0019781	cellular organisms
GO:0019783	Eukaryota
GO:0019784	root
GO:0019786	Eukaryota
GO:0019787	cellular organisms
GO:0019788	Eukaryota
GO:0019789	Eukaryota
GO:0019797	cellular organisms
GO:0019799	Eukaryota
GO:0019805	cellular organisms
GO:0019807	cellular organisms
GO:0019808	cellular organisms
GO:0019814	cellular organisms
GO:0019815	Bilateria
GO:0019825	cellular organisms
GO:0019826	cellular organisms
GO:0019827	Eukaryota
GO:0019829	root
GO:0019835	root
GO:0019836	root
GO:0019838	Bilateria
GO:0019841	Bilateria
GO:0019842	root
GO:0019843	root
GO:0019852	cellular organisms
GO:0019853	cellular organisms
GO:0019854	cellular organisms
GO:0019855	cellular organisms
GO:0019856	cellular organisms
GO:0019858	cellular organisms
GO:0019862	cellular organisms
GO:0019863	cellular organisms
GO:0019864	cellular organisms
GO:0019865	cellular organisms
GO:0019866	cellular organisms
GO:0019867	root
GO:0019869	Amniota
GO:0019870	Eumetazoa
GO:0019871	root
GO:0019874	root
GO:0019875	cellular organisms
GO:0019877	cellular organisms
GO:0019878	cellular organisms
GO:0019882	Bilateria
GO:0019885	Euteleostomi
GO:0019886	Gnathostomata
GO:0019887	cellular organisms
GO:0019888	cellular organisms
GO:0019894	root
GO:0019896	Bilateria
GO:0019897	Bacteria
GO:0019898	cellular organisms
GO:0019899	cellular organisms
GO:0019900	Eukaryota
GO:0019901	root
GO:0019902	Eukaryota
GO:0019903	Eukaryota
GO:0019904	root
GO:0019905	root
GO:0019911	Bilateria
GO:0019915	Eukaryota
GO:0019933	Eukaryota
GO:0019934	cellular organisms
GO:0019941	root
GO:0019948	root
GO:0019955	cellular organisms
GO:0019956	root
GO:0019957	root
GO:0019960	Euteleostomi
GO:0019976	Tetrapoda
GO:0019985	root
GO:0019988	cellular organisms
GO:0019991	Arthropoda
GO:0019992	Eukaryota
GO:0020002	root
GO:0020005	Eukaryota
GO:0020011	Apicomplexa
GO:0020027	Vertebrata
GO:0020033	root
GO:0020037	cellular organisms
GO:0021501	Euteleostomi
GO:0021503	Tetrapoda
GO:0021515	Euteleostomi
GO:0021516	Euteleostomi
GO:0021517	Euteleostomi
GO:0021520	Euteleostomi
GO:0021537	Euteleostomi
GO:0021541	Eutheria
GO:0021544	Euteleostomi
GO:0021547	Euteleostomi
GO:0021549	Euteleostomi
GO:0021555	Euteleostomi
GO:0021556	Bilateria
GO:0021568	Amniota
GO:0021591	Vertebrata
GO:0021592	Vertebrata
GO:0021602	Euteleostomi
GO:0021612	Tetrapoda
GO:0021628	Euteleostomi
GO:0021637	Euteleostomi
GO:0021670	Euteleostomi
GO:0021675	Bilateria
GO:0021678	Euteleostomi
GO:0021680	Euteleostomi
GO:0021700	Bilateria
GO:0021702	Euteleostomi
GO:0021756	Amniota
GO:0021761	Amniota
GO:0021766	Amniota
GO:0021772	Gnathostomata
GO:0021785	Bilateria
GO:0021794	Vertebrata
GO:0021795	Amniota
GO:0021798	Vertebrata
GO:0021819	Amniota
GO:0021828	Euteleostomi
GO:0021836	Amniota
GO:0021860	Amniota
GO:0021879	Euteleostomi
GO:0021884	Vertebrata
GO:0021892	Amniota
GO:0021893	Amniota
GO:0021895	Euteleostomi
GO:0021903	Euteleostomi
GO:0021915	Euteleostomi
GO:0021930	Amniota
GO:0021952	Bilateria
GO:0021953	Gnathostomata
GO:0021954	Bilateria
GO:0021960	Chordata
GO:0021972	Amniota
GO:0021983	Vertebrata
GO:0021987	Euteleostomi
GO:0021993	Amniota
GO:0022008	root
GO:0022010	Gnathostomata
GO:0022029	Euteleostomi
GO:0022038	Eutheria
GO:0022407	Bilateria
GO:0022408	Eukaryota
GO:0022410	Gnathostomata
GO:0022412	Opisthokonta
GO:0022416	Neoptera
GO:0022603	Bilateria
GO:0022604	cellular organisms
GO:0022613	Eukaryota
GO:0022618	cellular organisms
GO:0022623	cellular organisms
GO:0022624	Eumetazoa
GO:0022625	cellular organisms
GO:0022626	cellular organisms
GO:0022627	cellular organisms
GO:0022804	Pseudomonadati
GO:0022821	Eukaryota
GO:0022824	Bilateria
GO:0022829	root
GO:0022832	Eukaryota
GO:0022836	Eukaryota
GO:0022840	Bilateria
GO:0022841	root
GO:0022843	Eukaryota
GO:0022848	Bilateria
GO:0022850	Chordata
GO:0022851	Euteleostomi
GO:0022857	root
GO:0022858	Bilateria
GO:0022869	root
GO:0022872	Bacteria
GO:0022877	cellular organisms
GO:0022890	root
GO:0022900	cellular organisms
GO:0022904	cellular organisms
GO:0023029	Amniota
GO:0023041	Eukaryota
GO:0023051	cellular organisms
GO:0023052	Eukaryota
GO:0023056	Eukaryota
GO:0030001	root
GO:0030003	cellular organisms
GO:0030007	cellular organisms
GO:0030008	Eukaryota
GO:0030010	Eukaryota
GO:0030011	Eukaryota
GO:0030014	Eukaryota
GO:0030015	Eukaryota
GO:0030016	Eumetazoa
GO:0030017	Eumetazoa
GO:0030018	root
GO:0030020	root
GO:0030026	cellular organisms
GO:0030027	Eukaryota
GO:0030029	root
GO:0030030	cellular organisms
GO:0030031	Eukaryota
GO:0030032	Eukaryota
GO:0030033	Bilateria
GO:0030036	cellular organisms
GO:0030041	root
GO:0030042	cellular organisms
GO:0030048	root
GO:0030050	Opisthokonta
GO:0030054	cellular organisms
GO:0030055	Eumetazoa
GO:0030056	Bilateria
GO:0030057	Eumetazoa
GO:0030058	root
GO:0030060	cellular organisms
GO:0030061	root
GO:0030070	Bilateria
GO:0030071	Eukaryota
GO:0030073	Eumetazoa
GO:0030076	cellular organisms
GO:0030077	Bacteria
GO:0030089	cellular organisms
GO:0030091	cellular organisms
GO:0030093	Viridiplantae
GO:0030097	Bilateria
GO:0030098	Euteleostomi
GO:0030099	Gnathostomata
GO:0030100	Eukaryota
GO:0030101	Gnathostomata
GO:0030111	Bilateria
GO:0030115	cellular organisms
GO:0030116	Euteleostomi
GO:0030117	cellular organisms
GO:0030118	Eukaryota
GO:0030119	Eukaryota
GO:0030121	Eukaryota
GO:0030122	cellular organisms
GO:0030123	Eukaryota
GO:0030125	Eukaryota
GO:0030126	Eukaryota
GO:0030127	cellular organisms
GO:0030130	Eukaryota
GO:0030131	Eukaryota
GO:0030132	Eukaryota
GO:0030133	Eukaryota
GO:0030134	cellular organisms
GO:0030135	Eukaryota
GO:0030136	Eukaryota
GO:0030137	Opisthokonta
GO:0030139	Eukaryota
GO:0030140	Eukaryota
GO:0030141	cellular organisms
GO:0030144	Eukaryota
GO:0030145	root
GO:0030148	root
GO:0030149	cellular organisms
GO:0030150	root
GO:0030151	cellular organisms
GO:0030153	root
GO:0030154	cellular organisms
GO:0030155	Eukaryota
GO:0030157	Euteleostomi
GO:0030158	cellular organisms
GO:0030159	Eukaryota
GO:0030160	Opisthokonta
GO:0030162	Eukaryota
GO:0030163	root
GO:0030165	root
GO:0030166	cellular organisms
GO:0030168	Gnathostomata
GO:0030169	Opisthokonta
GO:0030170	root
GO:0030171	Eukaryota
GO:0030172	Bilateria
GO:0030174	Eukaryota
GO:0030175	Eukaryota
GO:0030177	Eukaryota
GO:0030178	cellular organisms
GO:0030182	Bilateria
GO:0030183	Gnathostomata
GO:0030187	Eukaryota
GO:0030193	Euteleostomi
GO:0030194	Euteleostomi
GO:0030195	Gnathostomata
GO:0030196	Dikarya
GO:0030198	root
GO:0030199	cellular organisms
GO:0030201	Gnathostomata
GO:0030202	Amniota
GO:0030203	root
GO:0030210	Eumetazoa
GO:0030212	Bilateria
GO:0030213	root
GO:0030214	Eumetazoa
GO:0030215	root
GO:0030216	Euteleostomi
GO:0030217	Vertebrata
GO:0030218	Bilateria
GO:0030220	Euteleostomi
GO:0030223	Vertebrata
GO:0030225	Vertebrata
GO:0030228	Bilateria
GO:0030229	Euteleostomi
GO:0030234	cellular organisms
GO:0030239	Bilateria
GO:0030240	Vertebrata
GO:0030244	root
GO:0030245	cellular organisms
GO:0030246	root
GO:0030247	root
GO:0030248	cellular organisms
GO:0030250	Bilateria
GO:0030252	Gnathostomata
GO:0030253	Bacteria
GO:0030254	Bacteria
GO:0030255	root
GO:0030256	Bacteria
GO:0030257	Bacteria
GO:0030258	cellular organisms
GO:0030259	cellular organisms
GO:0030261	cellular organisms
GO:0030265	Bilateria
GO:0030266	cellular organisms
GO:0030267	cellular organisms
GO:0030268	cellular organisms
GO:0030269	cellular organisms
GO:0030270	cellular organisms
GO:0030272	cellular organisms
GO:0030274	Eumetazoa
GO:0030276	cellular organisms
GO:0030279	Euteleostomi
GO:0030280	Gnathostomata
GO:0030282	Vertebrata
GO:0030284	Gnathostomata
GO:0030286	Eukaryota
GO:0030288	Bacteria
GO:0030289	Eukaryota
GO:0030291	root
GO:0030292	Euteleostomi
GO:0030295	cellular organisms
GO:0030296	Bilateria
GO:0030297	Bilateria
GO:0030299	Eukaryota
GO:0030301	Eukaryota
GO:0030307	Eukaryota
GO:0030308	cellular organisms
GO:0030311	Bilateria
GO:0030313	Bacteria
GO:0030314	Eumetazoa
GO:0030315	Eumetazoa
GO:0030316	Gnathostomata
GO:0030317	Eukaryota
GO:0030318	Euteleostomi
GO:0030321	Eumetazoa
GO:0030322	cellular organisms
GO:0030324	Euteleostomi
GO:0030326	Euteleostomi
GO:0030327	cellular organisms
GO:0030328	cellular organisms
GO:0030330	Bilateria
GO:0030331	Eukaryota
GO:0030332	root
GO:0030334	cellular organisms
GO:0030335	root
GO:0030336	Opisthokonta
GO:0030337	root
GO:0030338	cellular organisms
GO:0030345	root
GO:0030346	Opisthokonta
GO:0030350	cellular organisms
GO:0030354	Euteleostomi
GO:0030366	cellular organisms
GO:0030368	cellular organisms
GO:0030371	cellular organisms
GO:0030378	root
GO:0030382	Bilateria
GO:0030388	cellular organisms
GO:0030395	cellular organisms
GO:0030410	cellular organisms
GO:0030412	root
GO:0030414	root
GO:0030416	cellular organisms
GO:0030418	cellular organisms
GO:0030420	root
GO:0030421	Bilateria
GO:0030422	cellular organisms
GO:0030424	Bilateria
GO:0030425	Eumetazoa
GO:0030426	root
GO:0030427	Eukaryota
GO:0030428	cellular organisms
GO:0030429	cellular organisms
GO:0030430	root
GO:0030431	Bilateria
GO:0030432	Bilateria
GO:0030435	root
GO:0030436	cellular organisms
GO:0030437	Ascomycota
GO:0030447	Fungi
GO:0030449	Euteleostomi
GO:0030466	Eukaryota
GO:0030473	Eukaryota
GO:0030474	Fungi
GO:0030476	Ascomycota
GO:0030479	root
GO:0030485	Amniota
GO:0030488	cellular organisms
GO:0030490	cellular organisms
GO:0030494	Bacteria
GO:0030496	Eukaryota
GO:0030497	cellular organisms
GO:0030500	Gnathostomata
GO:0030501	Gnathostomata
GO:0030502	Euteleostomi
GO:0030504	cellular organisms
GO:0030505	root
GO:0030506	Bilateria
GO:0030507	Opisthokonta
GO:0030509	Bilateria
GO:0030510	Eumetazoa
GO:0030511	Deuterostomia
GO:0030512	Euteleostomi
GO:0030513	Eumetazoa
GO:0030514	Eumetazoa
GO:0030515	root
GO:0030516	Bilateria
GO:0030518	Eumetazoa
GO:0030520	Euteleostomi
GO:0030521	Bilateria
GO:0030522	root
GO:0030527	root
GO:0030532	Eukaryota
GO:0030534	Bilateria
GO:0030537	Ecdysozoa
GO:0030539	Bilateria
GO:0030540	Bilateria
GO:0030544	root
GO:0030545	Euteleostomi
GO:0030546	root
GO:0030548	Bilateria
GO:0030550	Bilateria
GO:0030552	root
GO:0030553	cellular organisms
GO:0030554	cellular organisms
GO:0030570	root
GO:0030572	cellular organisms
GO:0030574	root
GO:0030576	Eukaryota
GO:0030578	Amniota
GO:0030586	cellular organisms
GO:0030593	Eumetazoa
GO:0030594	Bilateria
GO:0030595	Vertebrata
GO:0030596	root
GO:0030598	root
GO:0030599	root
GO:0030600	cellular organisms
GO:0030604	cellular organisms
GO:0030619	root
GO:0030620	Eukaryota
GO:0030621	cellular organisms
GO:0030623	Eukaryota
GO:0030626	Eukaryota
GO:0030627	Eukaryota
GO:0030628	Eukaryota
GO:0030632	Bacteria
GO:0030638	cellular organisms
GO:0030639	cellular organisms
GO:0030641	Eukaryota
GO:0030643	cellular organisms
GO:0030649	cellular organisms
GO:0030655	Bacteria
GO:0030658	cellular organisms
GO:0030659	cellular organisms
GO:0030660	cellular organisms
GO:0030663	Eukaryota
GO:0030665	Eukaryota
GO:0030666	cellular organisms
GO:0030667	cellular organisms
GO:0030669	cellular organisms
GO:0030670	Eukaryota
GO:0030672	root
GO:0030673	Bilateria
GO:0030674	cellular organisms
GO:0030677	cellular organisms
GO:0030678	Opisthokonta
GO:0030681	cellular organisms
GO:0030682	cellular organisms
GO:0030684	Eukaryota
GO:0030686	Eukaryota
GO:0030687	root
GO:0030688	cellular organisms
GO:0030690	Eukaryota
